Tuition fees up to date,Course,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,9773,19,6,6,11.83333333,6,7,6,12.28571429,3
1,9500,20,8,8,12.98125,8,8,8,12.98125,3
1,9147,21,10,6,11.33333333,5,6,5,11.2,3
1,9500,21,12,6,11.68,8,12,6,11.68,3
1,9070,20,6,6,14.5,6,7,6,13.5,3
1,9853,19,7,7,13.14285714,7,8,7,12.85714286,3
0,9085,21,8,2,11.5,5,7,2,10.5,1
1,9085,18,6,5,14.2,5,7,5,11.8,3
1,9254,19,8,5,11.66666667,6,7,5,12.2,3
1,9500,18,8,7,13.175,8,8,8,14.875,3
1,9500,19,8,7,13.31428571,8,8,7,13.31428571,3
1,9147,18,13,3,10.6,5,12,3,10.5,3
1,9853,18,11,4,12,6,8,4,10.75,2
1,9773,18,7,6,13.42857143,6,7,6,14.14285714,3
1,9085,18,7,4,13.25,5,8,5,15.57142857,3
1,9070,18,6,2,13,6,6,0,0,1
1,9070,18,6,6,14.33333333,6,7,6,14,2
1,9238,18,0,0,0,6,0,0,0,1
1,9238,18,6,6,14,6,6,6,13.16666667,3
1,9085,20,2,2,12,6,11,6,12.83333333,3
1,9853,18,9,5,12.33333333,6,10,5,10.6,2
1,9070,18,8,5,11.8,6,7,5,10.4,3
1,9500,20,8,7,12.79142857,8,8,7,12.79142857,3
1,9670,40,8,8,11.625,7,12,5,11.2,3
1,9500,18,11,6,11.99444444,8,11,7,12.43142857,3
1,9254,19,9,5,11.6,6,12,5,12.2,3
1,9991,24,5,0,0,5,6,0,0,1
1,9773,19,8,6,13.16666667,6,7,6,13.16666667,1
1,9500,19,8,7,14.1,8,8,7,14.1,3
1,9500,20,8,6,12.39666667,8,9,7,12.94285714,3
1,9500,18,7,7,15.01428571,8,8,8,16.0875,3
1,171,18,0,0,0,0,0,0,0,3
1,9500,19,8,7,14.05,8,8,8,15.1,3
1,9500,18,8,7,14.85,8,8,8,15.2,1
1,9085,19,10,6,13,6,19,5,13,3
1,9500,19,8,7,14.7875,8,8,8,15.8625,3
1,9500,19,7,7,13.7,8,9,7,14.67142857,3
1,9500,19,7,7,12.49571429,8,9,7,12.24285714,1
1,9500,19,7,6,14.56666667,7,7,6,14.56666667,3
0,9670,25,5,5,11.2,5,5,4,11.25,1
1,9500,20,8,7,12.68571429,8,8,7,12.68571429,3
0,9238,23,12,7,13.57142857,9,14,4,13.25,1
1,9070,20,0,0,0,6,0,0,0,1
1,8014,27,8,5,11,6,7,6,11.16666667,3
1,9500,18,8,8,14.445,8,8,8,14.445,3
1,9853,18,9,5,13.6,6,10,4,11.75,2
0,8014,23,12,11,14,10,11,8,14.625,1
1,9500,19,7,6,13.41666667,7,7,6,13.41666667,3
1,9147,18,8,5,12.33333333,5,7,5,11.4,3
1,9500,20,8,7,13.1,8,8,8,14.8125,3
1,9670,18,9,4,13.2,6,10,5,12.8,3
1,9500,19,8,8,14.75,8,8,8,14.75,3
1,9238,19,7,6,13.14285714,6,6,6,14.33333333,3
1,9853,19,9,4,12.5,6,9,5,12.5,2
1,9085,18,6,4,13.75,5,8,5,14.85714286,3
1,9238,18,11,5,12.4,6,7,6,13,3
1,9773,18,6,6,13.33333333,6,6,6,12,3
0,9853,28,11,11,11.72727273,8,8,8,12,1
1,9254,19,8,4,12.5,6,11,1,14,1
1,171,20,0,0,0,0,0,0,0,1
1,9500,19,8,6,13.53333333,8,9,7,13.61428571,3
1,9070,20,6,6,13.16666667,6,6,6,12.66666667,3
1,9254,19,9,5,13.2,6,8,5,11,3
1,9070,21,7,5,12.2,6,7,4,12.6,2
1,9853,19,7,7,13.42857143,7,7,7,14.85714286,3
1,9070,18,8,6,12.71428571,6,8,6,12.625,3
1,9130,19,0,0,0,6,0,0,0,1
1,9670,19,6,6,13.66666667,6,9,6,13.66666667,3
1,9773,20,6,5,11,6,6,6,13.16666667,3
1,9853,18,11,5,11.4,7,9,6,13.33333333,2
1,171,18,0,0,0,0,0,0,0,2
1,9130,18,7,4,12,5,6,5,12,3
1,9773,18,6,0,0,6,0,0,0,1
1,9238,18,14,5,11,6,6,6,11.66666667,3
1,9773,20,12,5,12,6,8,6,11.57142857,1
1,9500,19,7,7,13.30857143,8,10,8,12.55,3
0,9853,21,8,3,13.66666667,6,7,3,10.66666667,1
0,9670,20,6,0,0,6,9,0,0,1
1,9254,18,10,5,12.2,6,8,4,11.25,3
1,9773,20,7,6,12.66666667,6,6,6,12.83333333,3
1,9500,19,8,8,14.07125,8,8,8,14.07125,3
1,9085,22,14,4,14.25,5,9,5,13.2,1
0,9130,22,0,0,0,2,2,0,0,1
1,9853,18,10,3,12,6,8,4,10.25,2
1,9147,21,18,6,11.16666667,10,16,7,10.57142857,2
1,9238,19,12,2,13,6,8,5,11.6,3
1,171,19,0,0,0,0,0,0,0,1
1,9500,20,8,7,14.90142857,8,8,7,14.90142857,1
1,9500,18,8,7,12.65,8,9,8,12.44555556,3
0,9991,22,12,7,11,5,5,5,10.6,1
1,9085,20,7,4,12.4,5,9,5,12.66666667,3
1,9003,19,7,6,12,6,7,6,12.66666667,3
1,9500,19,8,7,12.13571429,8,10,7,13.32857143,3
1,9500,20,10,5,12.62,7,8,6,12.5,2
1,9991,25,11,3,10.66666667,5,11,3,11.33333333,2
1,9500,19,12,6,13.76666667,8,10,7,14.05142857,3
1,9500,19,8,8,13.11625,8,8,8,13.11625,3
0,9070,19,5,0,0,6,0,0,0,1
1,9500,20,9,6,12.7,8,8,7,13.57142857,3
1,9556,25,11,7,11.85714286,8,21,5,11.7,2
1,9500,20,7,6,12.33333333,7,7,6,12.33333333,3
1,9238,24,9,4,15.75,6,10,5,16.4,2
1,9670,20,6,5,13.33333333,5,6,5,13.2,3
1,9500,21,9,7,14.35555556,8,8,8,13.49375,3
1,9003,19,8,6,13,6,11,5,13,3
1,9773,19,6,6,12.83333333,6,6,6,13.5,3
1,9670,21,5,5,13.2,5,5,4,13,3
1,9500,28,9,7,17.00555556,8,9,8,16.58222222,3
0,9238,19,8,5,10.6,6,8,5,11,3
1,9147,18,5,5,14,5,6,5,13.6,3
1,9500,18,8,7,12.11428571,8,8,7,12.11428571,3
1,9500,18,8,8,13.05875,8,8,8,13.05875,3
1,9500,22,8,7,13.28571429,8,8,7,13.28571429,3
1,9147,19,9,4,11,5,8,3,10.66666667,2
1,9500,18,7,7,14.07142857,8,8,8,15.1625,3
0,9254,20,0,0,0,6,0,0,0,1
0,171,26,9,4,11.25,10,12,3,11,1
1,9070,18,6,6,14,6,8,6,13.625,3
1,9254,21,8,6,12.16666667,6,11,3,11.66666667,1
1,9500,18,8,7,13.29714286,8,8,7,13.29714286,3
1,9085,20,14,6,13.92307692,6,9,6,14.25,3
1,9500,18,11,7,13.37,8,13,7,12.83333333,3
1,9147,19,5,5,12.4,5,8,3,11,2
1,9670,20,5,4,15,5,5,4,13.75,1
1,9853,18,6,6,13.33333333,6,7,6,12.57142857,3
1,9147,20,8,3,12,5,9,4,12.625,2
1,8014,22,7,5,13.4,6,9,5,12.2,3
1,171,18,0,0,0,0,0,0,0,2
1,9991,21,9,4,11.5,5,5,5,11.4,3
1,9853,18,12,6,12,7,11,6,12.16666667,2
1,9500,18,8,7,13.48571429,8,8,7,13.48571429,3
1,9070,18,6,6,12,6,8,6,11.28571429,3
1,171,19,0,0,0,0,0,0,0,1
1,9147,19,7,3,10.33333333,5,11,3,14.42857143,2
1,9500,19,10,5,12.94,7,7,5,13.76,2
1,9500,19,11,7,13.25857143,8,11,7,13.25857143,3
1,9147,19,9,4,12.25,5,10,4,12,2
0,9254,19,9,3,11.66666667,6,15,1,10,1
1,9254,21,7,6,13.57142857,6,6,6,12.5,3
1,9773,20,9,5,11.8,6,9,5,11.83333333,3
1,9147,20,7,5,14.2,5,7,5,13.28571429,3
1,9991,41,8,5,11,5,6,5,11.8,3
1,9500,32,16,4,13.625,7,8,7,12.6375,2
1,9500,18,8,7,14.65285714,8,8,7,14.65285714,3
1,8014,35,9,6,11.33333333,6,6,6,11.33333333,3
0,9500,32,12,4,13.7,7,7,0,0,1
1,8014,37,11,11,13.72727273,8,8,8,14.75,3
1,9147,30,9,7,11.75,8,12,7,11.14285714,1
1,9773,23,9,6,12.33333333,6,11,5,13,3
1,9773,20,6,6,14,6,7,6,13.85714286,1
1,9670,21,7,4,11.5,5,6,4,11.75,3
1,9147,19,6,5,11.2,5,5,5,13.2,3
1,9500,18,8,7,15.07,8,8,7,15.07,3
1,9119,18,6,1,10,5,7,1,12,1
1,9991,24,5,4,12,5,6,5,12.66666667,2
1,9670,22,11,4,13,6,11,4,12.6,3
1,9254,18,7,4,11,6,7,3,11.25,1
1,9238,18,8,6,13.57142857,6,11,5,12.16666667,3
1,9070,21,7,5,14.6,6,6,5,14.2,3
1,9500,38,13,3,11.83333333,7,14,2,10,1
1,9556,19,11,7,12.625,8,11,8,12.5125,3
1,9500,36,12,4,11.5,7,14,3,12.33333333,1
1,9085,18,8,4,13.25,5,10,4,10.5,3
1,9500,19,9,7,12.60625,8,12,6,11.9,3
0,9085,21,15,8,13.75,9,17,5,13.2,1
1,9500,19,10,6,13.59833333,8,11,6,11.93333333,2
1,9238,18,11,5,11.14285714,6,8,6,12.28571429,3
1,9500,45,11,11,12.7,10,12,10,12.96818182,2
1,9147,20,9,1,10,5,10,1,11,1
1,9254,18,8,6,11.66666667,6,10,4,11.5,3
1,9670,18,8,6,14,6,7,6,13.14285714,3
1,9130,25,9,0,0,5,9,0,0,1
1,9500,19,9,7,12.04142857,8,9,7,12.04142857,3
1,171,18,0,0,0,0,0,0,0,3
1,9254,39,14,13,13.76923077,12,16,12,14.58333333,3
1,9003,29,20,18,15.44444444,13,13,13,15.30769231,3
1,9853,18,9,6,11.5,7,8,7,12.71428571,2
0,9070,23,3,2,10,6,0,0,0,1
1,9853,21,8,4,12.25,6,13,3,10.33333333,1
0,9238,18,6,6,14.5,6,6,6,15.16666667,3
1,9085,23,7,6,15.57142857,6,8,6,16.375,3
1,9130,18,7,6,15.57142857,6,7,6,14.71428571,3
1,8014,32,8,5,13.8,6,7,6,12.16666667,3
0,9147,29,8,3,10.66666667,5,14,2,14.8,1
1,9238,20,8,5,11.6,6,8,4,11.75,3
0,9238,28,11,1,13,6,12,0,0,1
1,9147,27,9,3,12,5,11,4,13.625,3
1,9500,22,14,12,12.33333333,14,14,12,12.33333333,3
1,9003,37,10,6,12.875,6,12,6,12.9,2
0,8014,28,12,1,11,6,0,0,0,1
0,9003,43,10,4,12.25,6,13,4,10.5,1
0,9556,32,7,0,0,8,8,0,0,1
1,9238,20,11,4,10.75,6,13,5,11.5,2
1,9500,35,9,8,13.63,8,9,8,13.63,3
1,9670,21,8,3,13,5,7,4,11.5,3
1,9500,18,9,6,13.53333333,7,7,7,12.22857143,2
1,9500,18,7,7,16.9,8,9,8,16.37777778,3
1,9238,18,10,5,12,6,11,4,12,3
1,8014,22,6,6,12.5,6,7,6,13.28571429,3
1,9500,19,8,7,12.76428571,8,8,7,12.76428571,3
1,9147,18,8,5,13.75,5,6,5,12.16666667,3
1,171,19,0,0,0,0,0,0,0,1
1,9500,18,7,7,14.60428571,8,9,8,15.68333333,3
0,9991,31,7,0,0,5,7,0,0,1
1,8014,33,9,5,13.83333333,6,7,6,12.5,3
1,9500,19,8,8,13.57625,8,8,8,13.57625,3
1,9238,18,7,6,15.14285714,6,6,6,15.83333333,3
1,9147,23,8,3,10.66666667,5,8,5,11.6,3
1,9238,20,11,5,11.2,6,6,6,12,3
1,9500,18,8,8,13.76375,8,8,8,13.76375,3
1,9085,21,10,8,13.25,9,14,5,12.2,2
1,9238,22,10,5,10.71428571,6,10,5,12.2,3
1,9238,20,6,6,12.16666667,6,7,6,11.66666667,3
1,9500,23,8,6,14.35714286,7,8,6,14.35714286,3
1,9773,19,6,6,12.83333333,6,6,6,12.66666667,3
1,9500,19,8,7,13.92571429,8,8,7,13.92571429,3
1,9991,26,9,2,12,5,9,3,11,1
1,9500,18,7,7,13.44285714,8,9,8,13.74444444,3
1,9119,18,5,1,16,5,5,0,0,1
1,9003,20,8,6,13.125,6,10,6,13.2,3
1,9670,19,7,0,0,6,6,0,0,1
0,9991,32,9,5,11.4,4,4,4,11,1
0,9130,31,12,2,11,5,9,3,11.66666667,1
1,9119,25,13,1,11,5,11,1,10,2
1,9085,21,14,5,13.66666667,6,10,5,13,3
0,9991,31,10,4,11.75,5,6,1,10,1
1,9853,34,11,1,10,7,7,1,13,1
1,9238,18,8,6,13.5,6,9,6,12.83333333,3
1,9238,19,0,0,0,6,0,0,0,1
1,9670,21,12,1,12,6,11,1,11,2
0,9853,18,11,3,13,6,10,5,11.8,1
1,9254,20,7,6,14.83333333,6,6,6,16,3
1,9773,20,6,6,11.83333333,6,7,6,12.85714286,3
1,9670,18,10,5,12,6,11,5,12.33333333,3
1,9238,19,11,4,12.75,6,7,6,11.33333333,3
1,9085,19,5,0,0,5,7,4,14.75,2
1,9130,30,7,0,0,6,16,1,10,1
1,9238,19,6,6,12,6,7,6,12.85714286,3
1,9556,19,9,7,11.67777778,8,8,8,13.8,3
1,9500,19,8,7,13.6,8,8,7,13.6,3
1,9085,19,7,6,16,6,8,6,15.875,3
1,9238,20,9,5,11.8,6,7,6,11.5,3
1,9119,25,5,0,0,6,7,2,14,1
1,9773,19,0,0,0,6,0,0,0,1
1,9853,34,7,6,16.14285714,6,10,6,16.2,3
1,9500,18,8,7,11.78571429,8,8,7,11.78571429,3
1,9500,18,8,8,13.42375,8,8,8,13.42375,3
1,9670,20,8,6,12.5,6,10,5,14.16666667,3
1,9500,20,8,7,12.46428571,8,8,7,12.46428571,3
1,9991,23,18,8,12.375,9,15,5,12.6,2
1,9670,28,8,1,10,6,9,0,0,1
1,9773,18,8,5,12.6,6,10,6,12.42857143,2
1,9147,19,5,5,12.6,5,6,4,12.4,3
1,9147,34,7,2,10,5,6,4,12,1
1,9853,35,7,0,0,6,0,0,0,1
1,9991,32,7,5,11.6,5,8,5,12.33333333,3
1,9254,19,8,6,12.16666667,6,6,6,13.5,3
1,9670,18,10,4,13.6,6,7,5,12.66666667,3
0,9147,35,8,4,12.5,5,8,5,11.8,1
1,8014,24,6,4,12.25,6,10,4,11.5,2
1,9238,20,7,6,11.71428571,6,8,6,12.625,3
1,9773,18,7,6,13.5,6,7,6,13,3
1,9500,20,8,7,13.02428571,8,8,7,13.02428571,3
0,9254,18,12,0,0,6,0,0,0,1
1,9119,18,6,5,17.33333333,5,8,5,18.57142857,3
1,9670,20,7,4,11,5,7,4,11.5,3
1,9853,19,10,6,13.66666667,7,9,6,12.5,1
1,9070,20,9,6,11.375,6,6,5,13.8,2
1,9238,19,6,6,12.83333333,6,8,6,11.83333333,3
1,9773,20,9,5,12.6,6,11,4,11.5,3
1,9500,22,8,6,14.33333333,8,9,7,13.77142857,3
1,9119,18,8,4,13.5,6,10,6,13.625,2
1,9500,19,8,7,14.28571429,8,8,7,14.28571429,3
1,9003,22,15,3,11.75,6,12,2,10,1
1,9119,20,5,5,14.8,5,5,5,17.6,3
0,9003,34,7,0,0,6,0,0,0,1
1,8014,24,14,1,10,5,5,0,0,1
1,9670,26,5,0,0,5,5,0,0,1
1,9500,35,10,4,12.6,7,9,5,12.38,1
1,9991,22,9,5,12.42857143,5,7,5,11.8,3
1,9254,26,10,4,10,6,11,3,12,2
1,9147,19,7,3,12.33333333,5,5,0,0,1
0,9254,19,0,0,0,6,0,0,0,1
1,171,20,0,0,0,0,0,0,0,3
1,9670,21,12,10,12.1,8,9,8,13.33333333,3
1,9773,19,7,6,14.71428571,6,6,6,15,3
1,9773,18,6,6,12.66666667,6,7,6,12.83333333,3
1,9003,23,14,12,14.38461538,10,12,10,13.3,3
1,9147,18,5,5,13.4,5,6,5,12.2,3
1,9500,18,8,7,13.31428571,8,8,7,13.31428571,3
1,9500,19,8,7,11.98857143,8,8,7,11.98857143,3
1,9147,21,17,11,11.54545455,9,13,8,12.88888889,3
1,9085,18,13,6,16.46153846,6,8,6,13.875,3
1,9773,24,7,6,13.66666667,6,6,6,12.83333333,3
1,9500,18,8,7,12.65,8,9,8,13.41111111,1
1,9670,18,7,6,12.33333333,6,10,3,12,2
1,9500,20,8,6,14.37,8,10,7,14.65,3
1,9085,19,13,3,12,5,8,4,11.75,2
0,9773,18,12,3,12,6,15,3,10.66666667,1
1,9254,19,11,4,12,6,14,3,11,1
1,9853,19,10,5,12.6,6,7,5,11.2,3
1,9238,18,6,6,12.16666667,6,6,6,12.33333333,3
1,9853,20,8,6,13.5,7,8,6,14,2
1,9500,18,8,8,13.76375,8,8,8,13.76375,3
1,9556,19,11,6,12.4,7,8,6,12.8,3
1,9147,18,16,4,10.66666667,5,11,2,12,2
1,9500,18,7,6,14.33333333,7,7,6,14.33333333,3
1,9085,21,12,4,12.5,6,13,2,12.66666667,2
0,9254,19,14,1,10,6,13,0,0,1
1,9500,21,8,7,14.69625,8,9,8,14.62222222,3
1,9085,18,14,4,11.5,6,17,3,13.75,2
1,9556,18,9,7,12.85555556,8,8,8,13.9125,3
1,9500,18,7,7,13.7,8,9,8,13.99444444,3
0,9130,23,9,0,0,5,10,1,12,1
1,9238,20,13,3,11.2,6,9,4,12,2
1,9500,18,7,7,13.28571429,8,9,8,13.33333333,3
1,9853,19,9,5,13,6,8,5,10.4,2
1,9500,27,8,6,12.6,7,9,6,11.68571429,2
0,9147,19,5,5,12.8,5,5,4,12,2
1,9130,21,14,5,11.5,6,13,5,11,1
1,9500,19,8,7,11.4,8,8,7,11.4,3
1,9238,21,6,6,12.33333333,6,8,6,11.33333333,3
1,9773,18,7,5,12.8,6,10,4,12.2,3
1,9085,20,8,5,12,5,8,4,15,3
1,9853,18,8,5,13,6,9,5,13.5,3
0,9070,18,6,6,11.83333333,6,8,6,11,1
1,9085,18,8,6,14,6,9,6,13.33333333,3
1,9773,18,6,6,12.33333333,6,6,6,13.5,3
1,9500,19,10,5,13.04,7,7,7,12.5,2
0,9085,23,18,11,13.16666667,9,15,8,13.33333333,2
1,9085,24,7,6,12.5,6,11,6,12.83333333,3
1,171,19,0,0,0,0,0,0,0,3
1,9500,18,8,7,15.65714286,8,8,7,15.65714286,3
1,9070,19,6,6,12.16666667,6,6,6,11.33333333,3
1,9853,19,0,0,0,6,0,0,0,1
1,9238,20,11,5,10.6,6,9,5,11.16666667,2
1,9085,20,10,6,13.42857143,6,11,5,12.66666667,2
1,9773,26,8,4,11.75,6,12,0,0,1
0,9254,36,10,0,0,5,5,0,0,1
0,171,19,0,0,0,0,0,0,0,1
0,9119,27,0,0,0,5,0,0,0,1
1,9119,18,9,1,13,5,5,0,0,1
1,9500,18,8,7,13.33142857,8,8,7,13.33142857,3
1,9070,28,0,0,0,6,0,0,0,1
1,171,21,0,0,0,0,0,0,0,3
1,9500,19,7,6,13.7,7,7,6,13.7,3
0,9670,26,5,0,0,5,5,0,0,1
1,9119,20,12,9,13.45454545,7,9,6,13.875,1
1,9500,19,8,7,12.2,8,8,7,12.2,3
1,9147,21,8,3,10,5,10,4,11,1
1,9670,23,7,5,13,6,7,6,12.85714286,3
1,8014,29,11,6,12,6,6,6,14,3
1,9500,20,8,7,15.02857143,8,8,7,15.02857143,3
1,9238,18,8,6,12,6,7,6,11.71428571,3
1,9773,19,8,5,12,6,8,5,12.4,3
0,9556,23,7,3,13.66666667,8,8,3,11.33333333,1
1,171,21,0,0,0,0,0,0,0,1
1,9147,18,6,5,12,5,7,4,12.5,2
1,171,18,0,0,0,0,0,0,0,3
0,9070,21,6,1,14,6,7,0,0,1
1,9238,22,6,0,0,6,7,0,0,1
1,9556,21,8,7,12.375,7,11,5,12.58333333,3
0,9500,32,0,0,0,8,0,0,0,1
1,9003,27,21,18,11.42105263,13,16,13,11.07692308,3
1,9500,18,7,6,13.35,7,7,6,13.35,3
1,9070,24,6,6,15,6,6,2,16,3
1,9130,22,9,2,10.5,5,5,0,0,1
0,9130,22,0,0,0,4,6,0,0,1
1,9147,19,8,5,13.25,5,6,5,11.83333333,3
1,9119,19,10,0,0,5,5,0,0,1
1,9085,21,7,4,11.5,5,15,3,10.6,2
1,9500,18,8,8,13.88125,8,8,8,13.88125,3
1,9254,18,8,6,11.33333333,6,8,5,12.6,3
1,171,20,0,0,0,0,0,0,0,1
1,9238,19,7,6,12.85714286,6,7,6,13.66666667,3
1,9773,19,6,5,11.6,6,6,6,12.5,3
1,9254,18,9,5,11.4,6,6,6,11.33333333,3
1,9130,20,11,6,13.33333333,6,10,6,13,2
1,9070,22,7,7,13.57142857,9,9,9,13.77777778,3
1,9556,31,13,6,11.83333333,7,8,7,12.22857143,3
1,9853,19,7,7,14.42857143,7,7,7,14.14285714,3
1,171,18,0,0,0,0,0,0,0,2
1,9254,18,8,6,12.28571429,6,9,5,12.4,3
1,9085,21,7,5,14.4,5,5,5,13.8,3
1,9500,18,8,7,13.15,8,9,8,15.06875,3
0,9147,25,6,0,0,5,5,0,0,1
1,9119,21,5,0,0,6,8,0,0,1
1,9500,19,8,7,12.34285714,8,8,7,12.34285714,3
1,9773,19,6,5,12.2,6,7,5,10.8,2
1,9254,22,10,4,10.5,6,14,1,11,1
1,9147,19,5,5,10.6,5,8,5,11.6,3
1,8014,58,6,0,0,6,6,0,0,1
1,9238,19,8,4,11.25,6,6,6,12,3
1,9670,23,11,6,10.5,10,10,10,11.7,3
1,9773,19,11,4,11,6,11,3,11.66666667,2
1,9500,18,7,7,13.45714286,8,8,8,14.5125,3
1,9085,20,6,5,12.6,5,8,4,12.33333333,3
0,9085,18,0,0,0,6,0,0,0,1
1,9670,18,6,6,13.66666667,6,8,5,13.6,3
1,9147,18,5,5,11.6,5,5,5,11.8,3
1,9130,24,9,6,12.57142857,6,10,5,12.83333333,1
1,9853,18,7,5,11.8,6,7,5,11.4,1
1,9147,19,5,5,11.6,5,11,3,12.66666667,2
1,9238,19,8,6,11.33333333,6,6,6,11.83333333,3
1,9254,18,6,6,10.66666667,6,6,6,11.5,3
1,9130,18,10,4,13.5,5,5,5,13.4,2
1,171,19,0,0,0,0,0,0,0,3
1,9085,22,9,6,13.33333333,6,9,4,11.5,3
1,9254,19,9,5,13.4,6,16,2,13.5,2
1,9238,21,8,3,10.2,6,13,4,12.25,2
1,9773,21,6,5,13,6,7,6,12.83333333,3
1,9500,18,11,7,12.90857143,8,11,7,12.90857143,3
1,9853,20,12,4,12,6,11,1,10,1
1,9254,18,9,6,10.83333333,6,8,5,11,2
1,9070,19,6,6,15.33333333,6,9,6,15.83333333,3
1,9500,18,9,6,12.81666667,8,11,6,12.875,2
0,9147,26,7,6,13,6,6,2,14,1
1,9119,19,11,2,13.5,5,11,2,11,2
1,8014,35,7,6,12.5,6,6,6,12.16666667,3
1,9670,19,7,6,13,6,6,6,14.33333333,3
1,9085,18,6,4,11.75,5,10,5,12.57142857,3
1,9670,19,5,4,12.5,5,5,4,14.25,3
1,171,25,19,17,11.61111111,17,22,17,12.05555556,3
1,9254,18,6,6,14,6,6,6,14.66666667,3
0,9003,26,8,0,0,6,10,0,0,1
1,9991,34,5,5,13.8,5,6,5,13.83333333,3
0,9254,18,6,0,0,5,5,0,0,1
0,171,18,0,0,0,0,0,0,0,1
1,9119,18,9,4,12.25,5,9,3,12.33333333,1
1,9003,20,12,3,11.5,6,12,3,13.66666667,1
1,9070,25,9,6,12.57142857,9,9,9,12.55555556,3
1,9130,18,9,6,12,6,10,5,12.16666667,1
1,9003,19,17,11,12,12,21,12,12.30769231,3
1,171,20,0,0,0,0,0,0,0,1
1,9238,20,9,6,12,6,6,6,11.16666667,3
1,9119,20,9,4,11.6,5,7,4,12.25,2
1,9147,19,5,0,0,5,5,0,0,1
1,9147,20,9,5,12,5,9,4,13,2
1,9500,18,8,6,13.97666667,8,12,6,12.04166667,2
1,9670,19,10,4,12.5,6,12,1,10,2
0,9147,20,5,0,0,5,0,0,0,1
1,9670,24,15,4,10.5,6,16,4,12.5,1
1,9003,20,8,5,12.85714286,6,11,6,12.3,3
1,9670,19,7,3,11.66666667,5,5,4,12,2
1,9119,23,7,2,13,5,11,1,10,1
1,9254,20,8,6,11.83333333,6,9,5,10.4,2
1,8014,21,11,11,12.45454545,11,17,8,12.75,3
1,9119,20,6,3,11,5,6,0,0,1
1,9119,21,10,4,13.2,5,7,4,14.25,2
1,9773,18,6,6,15.5,6,6,6,14.16666667,3
1,9254,18,8,6,12.33333333,6,6,6,13.66666667,3
1,9147,18,13,5,12,5,9,4,11.4,2
1,9003,20,12,4,11.6,6,11,5,11.5,2
1,9773,18,7,6,11.33333333,6,8,6,12.28571429,3
1,9773,19,12,0,0,6,0,0,0,1
1,9119,20,7,4,12,5,8,2,12.5,2
1,9130,19,11,4,12,5,9,5,12.6,3
1,9991,33,11,2,12.5,5,9,2,11.5,1
1,171,21,12,12,13.66666667,11,16,11,13,3
0,9003,25,17,2,14.5,6,13,0,0,1
1,9085,20,10,4,13.2,6,8,0,0,1
1,9085,22,11,5,12.16666667,8,14,5,14.8,1
1,9773,39,10,4,11.25,6,6,6,11.33333333,3
1,9670,21,8,6,15.16666667,6,7,6,14.42857143,3
1,9254,19,8,6,11.16666667,6,7,4,13.4,3
1,9500,26,8,6,10.98333333,7,8,6,10.98333333,3
1,9238,19,8,4,10.75,6,11,5,11.5,3
0,9085,20,15,11,13.38461538,9,13,7,14.28571429,3
1,9670,25,8,6,11.28571429,6,10,5,12.2,2
1,8014,24,13,0,0,6,6,0,0,1
1,9119,20,7,4,13,5,9,5,14.83333333,3
1,9003,29,9,6,16.11111111,6,7,6,13.5,3
1,9773,20,8,6,11.5,6,8,6,11,3
1,9130,20,15,4,10.75,6,12,2,10.5,1
1,9670,24,10,4,11.6,6,8,5,13,3
1,9500,24,21,0,0,7,7,0,0,1
1,9119,23,5,5,13.8,5,7,5,14.14285714,3
1,9556,20,8,7,13.58571429,8,8,8,14.6875,3
1,9670,19,8,6,13.85714286,6,8,5,13,3
1,9003,28,12,5,12,6,10,6,12.33333333,2
1,9003,20,9,6,13.44444444,6,9,5,12.6,3
1,9070,18,6,6,14,6,7,6,13.85714286,3
1,9670,20,10,1,12,6,0,0,0,1
1,9991,33,5,5,14.2,5,6,5,13.83333333,3
1,9500,35,11,5,13.34,7,9,5,10.84,2
1,9500,27,12,7,12.45714286,8,12,7,12.45714286,2
0,9773,19,12,3,11,6,12,3,12,1
1,9991,31,13,4,10.5,5,10,4,10.5,2
1,171,19,0,0,0,0,0,0,0,3
1,9070,22,13,13,14,12,13,12,13,3
1,9500,39,0,0,0,8,0,0,0,1
0,9254,22,1,0,0,6,0,0,0,1
1,9991,47,8,4,10,5,8,4,12.5,2
1,171,19,0,0,0,0,0,0,0,3
1,9254,19,6,6,13.5,6,6,6,14.33333333,3
1,9500,19,0,0,0,8,0,0,0,1
1,171,21,18,17,13.38888889,17,18,17,14.88888889,3
0,9500,39,0,0,0,8,0,0,0,1
1,171,19,12,12,13.58333333,11,12,11,13.58333333,3
1,171,20,0,0,0,0,0,0,0,2
0,9147,24,5,0,0,5,5,0,0,1
1,9991,27,9,1,10,5,5,0,0,1
1,9991,29,5,5,15.2,5,5,5,15.2,3
1,9085,20,12,4,12.8,6,17,0,0,1
1,9670,21,7,5,11.16666667,5,5,4,11,1
1,171,18,0,0,0,0,0,0,0,2
1,9500,19,9,7,12.82857143,8,9,7,12.82857143,3
0,9773,19,6,6,12.5,6,10,4,12.6,1
1,9119,28,12,3,10,5,10,3,12.4,3
0,9254,21,6,6,11.5,6,10,4,13.25,3
0,9500,23,11,7,11.32857143,8,11,7,11.32857143,1
